,vocabs,frequency
5933,travel mode,1
5934,choice seeking,1
5935,seeking healthcare,1
5936,healthcare comparison,1
5937,comparison elderly,1
5938,elderly patients,1
5939,patients measuring,1
5940,measuring segregation,1
5941,segregation mobility,1
5942,mobility patterns,1
5943,patterns application,1
5944,application transport,1
5945,transport card,1
5946,card data,1
5947,data impact,1
5948,impact container,1
5949,container terminal,1
5950,terminal relocation,1
5951,relocation hinterland,1
5952,hinterland geography,1
5953,geography spatial,1
5954,temporal analysis,1
5955,analysis use,1
5956,use cologne,1
5957,cologne taking,1
5958,taking account,1
5959,account public,1
5960,public transit,1
5961,transit disruption,1
5962,disruption environmental,1
5963,environmental correlates,1
5964,correlates shared,1
5965,shared bicycle,1
5966,bicycle trip,1
5967,trip origins,1
5968,origins destinations,1
5969,destinations using,1
5970,phone data,1
5971,data determine,1
5972,determine spatial,1
5973,spatial correlations,1
5974,correlations tourism,1
5975,tourism facilities,1
5976,facilities demand,1
5977,demand estimation,1
5978,estimation methods,1
5979,methods applied,1
5980,applied parcel,1
5981,parcel level,1
5982,level improve,1
5983,improve pedestrian,1
5984,pedestrian infrastructure,1
5985,infrastructure investment,1
5986,investment spatial,1
5987,analysis shared,1
5988,shared trips,1
5989,trips gendering,1
5990,gendering mobile,1
5991,mobile ferry,1
5992,ferry space,1
5993,space quo,1
5994,quo vadis,2
5995,vadis international,1
5996,international railway,1
5997,railway services,1
5998,services evidence,1
5999,evidence central,1
6000,europe newcomers,1
6001,newcomers development,1
6002,development confronted,1
6003,confronted evidence,1
6004,evidence iranian,1
6005,iranian policy,1
6006,policy planning,1
6007,planning changing,1
6008,changing geographies,1
6009,geographies passenger,1
6010,passenger heterogeneous,1
6011,heterogeneous subjects,1
6012,subjects move,1
6013,move geography,1
6014,geography accidents,1
6015,accidents era,1
6016,era evidence,1
6017,evidence los,1
6018,angeles metropolitan,1
6019,area network,1
6020,analysis built,1
6021,built environmental,1
6022,environmental influence,1
6023,influence daily,1
6024,daily public,1
6025,transport demand,1
6026,demand european,1
6027,european air,1
6028,air transport,1
6029,transport connectivity,1
6030,connectivity competitiveness,1
6031,competitiveness different,1
6032,different air,1
6033,air policy,1
6034,policy contexts,1
6035,contexts heterogeneity,1
6036,heterogeneity physical,1
6037,activity participation,1
6038,participation older,1
6039,adults latent,1
6040,latent class,1
6041,class analysis,1
6042,analysis exploring,1
6043,exploring influences,1
6044,influences commuter,1
6045,commuter cycling,1
6046,cycling midsize,1
6047,midsize northern,1
6048,northern city,1
6049,city qualitative,1
6050,qualitative study,1
6051,study thunder,1
6052,thunder bay,1
6053,bay canada,1
6054,canada guest,1
6055,guest editorial,1
6056,editorial critical,1
6057,critical vélomobilities,1
6058,vélomobilities characterizing,1
6059,characterizing movement,1
6060,movement patterns,1
6061,patterns minibus,1
6062,minibus taxis,1
6063,taxis kampala,1
6064,kampala paratransit,1
6065,paratransit system,1
6066,system impact,1
6067,pandemic people,1
6068,people mobility,1
6069,mobility longitudinal,1
6070,study march,1
6071,march september,1
6072,september assessment,1
6073,assessment effects,1
6074,urban transport,1
6075,transport investment,1
6076,investment using,1
6077,using google,1
6078,google maps,1
6079,maps api,1
6080,api pedalling,1
6081,pedalling towards,1
6082,towards equity,1
6083,equity exploring,1
6084,exploring women,1
6085,women cycling,1
6086,cycling new,1
6087,new zealand,2
6088,zealand city,1
6089,city deeper,1
6090,deeper investigation,1
6091,investigation effect,1
6092,effect built,1
6093,environment use,1
6094,use ridehailing,1
6095,ridehailing travel,1
6096,travel inferring,1
6097,inferring trip,1
6098,trip purposes,1
6099,purposes uncovering,1
6100,uncovering activity,1
6101,activity patterns,1
6102,patterns dockless,1
6103,dockless shared,1
6104,shared bike,1
6105,bike dataset,1
6106,dataset shenzhen,1
6107,shenzhen china,1
6108,china intersectional,1
6109,intersectional analysis,1
6110,analysis barriers,1
6111,barriers cycling,1
6112,cycling marginalized,1
6113,marginalized communities,1
6114,communities french,1
6115,french city,1
6116,city geography,1
6117,geography warehouses,1
6118,warehouses são,1
6119,paulo metropolitan,1
6120,region contributing,1
6121,contributing factors,1
6122,factors spatial,1
6123,distribution spatial,1
6124,temporal heterogeneity,1
6125,heterogeneity impact,1
6126,impact railway,1
6127,railway urban,1
6128,urban economy,1
6129,economy empirical,1
6130,empirical study,1
6131,study chinese,1
6132,chinese cities,1
6133,cities trip,1
6134,trip data,1
6135,data reveal,1
6136,reveal system,1
6137,system users,1
6138,users evaluating,1
6139,evaluating value,1
6140,value new,1
6141,new metro,1
6142,metro lines,1
6143,lines using,1
6144,using route,1
6145,route diversity,1
6146,diversity measures,1
6147,measures case,1
6148,case hong,1
6149,kong mass,1
6150,mass transit,1
6151,transit railway,1
6152,railway system,1
6153,system questioning,1
6154,questioning gender,1
6155,gender stereotypes,1
6156,stereotypes case,1
6157,study adolescents,1
6158,adolescents walking,1
6159,walking activity,1
6160,space small,1
6161,small central,1
6162,central european,2
6163,european city,1
6164,city accessing,1
6165,accessing divine,1
6166,divine past,1
6167,past jerusalem,1
6168,jerusalem cable,1
6169,cable car,1
6170,car dilemmas,1
6171,dilemmas equity,1
6172,equity accessibility,1
6173,accessibility cycling,1
6174,cycling infrastructure,1
6175,infrastructure analysis,1
6176,analysis santiago,1
6177,santiago de,1
6178,de chile,1
6179,chile predicting,1
6180,predicting transit,1
6181,transit mode,1
6182,choice new,1
6183,new jersey,1
6184,jersey workers,1
6185,workers commuting,1
6186,commuting new,1
6187,city stated,1
6188,stated preference,1
6189,preference survey,1
6190,survey spaces,1
6191,spaces congestion,1
6192,congestion traffic,1
6193,traffic rooney,1
6194,rooney london,1
6195,london taylor,1
6196,taylor francis,1
6197,francis modeling,1
6198,modeling bicycle,1
6199,bicycle crash,1
6200,crash costs,1
6201,costs using,1
6202,using big,1
6203,big data,1
6204,data tobit,1
6205,tobit model,1
6206,model random,1
6207,random parameters,1
6208,parameters investigating,1
6209,investigating users,1
6210,users travel,1
6211,travel behaviours,1
6212,behaviours perceptions,1
6213,perceptions brt,1
6214,brt lessons,1
6215,lessons lahore,1
6216,lahore international,1
6217,international comparison,1
6218,comparison causes,1
6219,causes cyclist,1
6220,cyclist stress,1
6221,stress using,1
6222,using cycling,1
6223,cycling near,1
6224,near estimation,1
6225,estimation excess,1
6226,excess commuting,1
6227,commuting data,1
6228,data evidence,1
6229,china megacities,1
6230,megacities intervention,1
6231,intervention democratising,1
6232,democratising infrastructure,1
6233,infrastructure future,1
6234,future lies,1
6235,lies beneath,1
6236,beneath mineral,1
6237,mineral science,1
6238,science de,1
6239,de differentiation,1
6240,differentiation peruvian,1
6241,peruvian underground,1
6242,underground predicament,1
6243,predicament pastoral,1
6244,pastoral sovereignty,1
6245,sovereignty forced,1
6246,forced migration,1
6247,migration violence,1
6248,violence united,1
6249,states germany,1
6250,germany lithium,1
6251,lithium extractivism,1
6252,extractivism water,1
6253,water injustices,1
6254,injustices salar,1
6255,salar de,1
6256,de atacama,1
6257,atacama chile,1
6258,chile colonial,1
6259,colonial shadow,1
6260,shadow green,1
6261,green electromobility,1
6262,electromobility digital,1
6263,digital extraction,1
6264,extraction blockchain,1
6265,blockchain traceability,1
6266,traceability mineral,1
6267,mineral supply,1
6268,supply chains,2
6269,chains frontiers,1
6270,frontiers violence,1
6271,violence interplay,1
6272,interplay state,1
6273,state exception,1
6274,exception frontier,1
6275,frontier habitus,1
6276,habitus organized,1
6277,organized violence,1
6278,violence desert,1
6279,desert border,1
6280,border city,1
6281,city staging,1
6282,staging spectacle,1
6283,spectacle border,1
6284,border spiritual,1
6285,spiritual geopolitics,1
6286,geopolitics georgia,1
6287,georgia territorial,1
6288,territorial integrity,1
6289,integrity exclusionary,1
6290,exclusionary nationalism,1
6291,nationalism urban,1
6292,urban citizenship,1
6293,citizenship east,1
6294,east water,1
6295,water justice,1
6296,justice intersection,1
6297,intersection political,1
6298,political geography,3
6299,geography political,2
6300,political ecology,2
6301,ecology tracing,1
6302,tracing cloud,1
6303,cloud emergent,1
6304,emergent political,1
6305,political geographies,1
6306,geographies global,1
6307,global data,1
6308,data centres,1
6309,centres polarizations,1
6310,polarizations exclusionary,1
6311,exclusionary neonationalisms,1
6312,neonationalisms city,1
6313,city bordering,1
6314,bordering dynamics,1
6315,dynamics geopolitics,1
6316,geopolitics tourism,1
6317,tourism china,1
6318,china myanmar,1
6319,myanmar operationalising,1
6320,operationalising memory,1
6321,memory identity,1
6322,identity politics,1
6323,politics influence,1
6324,influence public,1
6325,public opinion,1
6326,opinion refugees,1
6327,refugees snapshot,1
6328,snapshot poland,1
6329,poland reapportioning,1
6330,reapportioning congress,1
6331,congress shifting,1
6332,shifting geography,1
6333,political influence,1
6334,influence conflict,1
6335,conflict urban,1
6336,urban fringe,1
6337,fringe urbanization,1
6338,urbanization environmental,1
6339,environmental stress,2
6340,stress urban,1
6341,urban unrest,1
6342,unrest africa,1
6343,africa global,1
6344,global visa,1
6345,visa cost,1
6346,cost divide,1
6347,divide price,1
6348,price travel,1
6349,travel permits,1
6350,permits varies,1
6351,varies worldwide,1
6352,worldwide ritual,1
6353,ritual performances,1
6354,performances collective,1
6355,collective violence,1
6356,violence divided,1
6357,divided cities,1
6358,cities riots,1
6359,riots belfast,1
6360,belfast jerusalem,1
6361,jerusalem embodying,1
6362,embodying vertical,1
6363,vertical geopolitics,1
6364,geopolitics towards,1
6365,towards political,1
6366,geography falling,1
6367,falling hybrid,1
6368,hybrid territorialisation,1
6369,territorialisation reconfiguration,1
6370,reconfiguration rural,1
6371,rural spaces,1
6372,spaces gold,1
6373,mining upper,1
6374,upper guinea,1
6375,guinea cities,1
6376,cities ever,1
6377,ever cosmopolitan,1
6378,cosmopolitan studying,1
6379,studying trends,1
6380,trends divergence,1
6381,divergence cultural,1
6382,cultural attitudes,1
6383,attitudes principled,1
6384,principled pragmatism,1
6385,pragmatism climate,1
6386,climate policy,1
6387,policy eu,1
6388,eu changing,1
6389,changing practices,1
6390,practices climate,1
6391,justice going,1
6392,going back,1
6393,back school,1
6394,school engaging,1
6395,engaging veterans,1
6396,veterans memories,1
6397,memories malvinas,1
6398,malvinas war,1
6399,war secondary,1
6400,secondary schools,1
6401,schools santa,1
6402,santa fe,1
6403,fe argentina,1
6404,argentina role,1
6405,role contextual,1
6406,factors electoral,1
6407,electoral resurgence,1
6408,resurgence extreme,1
6409,extreme forces,1
6410,forces spain,1
6411,spain case,1
6412,case andalusia,1
6413,andalusia colonising,1
6414,colonising geology,1
6415,geology volcanic,1
6416,volcanic politics,1
6417,politics geopower,2
6418,geopower consequences,1
6419,consequences internal,1
6420,internal displacement,1
6421,displacement civil,1
6422,civil war,1
6423,war violence,1
6424,violence evidence,1
6425,evidence syria,1
6426,syria justinbeaumontreading,1
6427,justinbeaumontreading routledge,1
6428,routledge handbook,1
6429,handbook new,1
6430,new illus,1
6431,illus hardback,1
6432,hardback pub,1
6433,pub ebook,1
6434,ebook vitalsource,1
6435,vitalsource pub,1
6436,pub month,1
6437,month rental,2
6438,rental month,1
6439,rental individual,1
6440,individual sovereignty,1
6441,sovereignty pandemic,1
6442,pandemic times,2
6443,times contradiction,1
6444,contradiction terms,1
6445,terms quarantine,1
6446,quarantine pandemic,1
6447,times nuclear,1
6448,nuclear necropower,1
6449,necropower engineering,1
6450,engineering death,1
6451,death conditions,1
6452,conditions around,1
6453,around nuclear,1
6454,nuclear power,1
6455,power plant,1
6456,plant south,1
6457,south india,1
6458,india mapping,1
6459,mapping coexistence,1
6460,coexistence italy,1
6461,italy reshaping,1
6462,reshaping cartographic,1
6463,cartographic feelings,1
6464,feelings plural,1
6465,plural nation,1
6466,nation place,1
6467,place candidate,1
6468,candidate roots,1
6469,roots voter,1
6470,voter preferences,1
6471,preferences age,1
6472,age partisan,1
6473,partisan polarization,1
6474,polarization observational,1
6475,observational experimental,1
6476,evidence cavernous,1
6477,cavernous politics,1
6478,geopower territory,1
6479,territory kurdish,1
6480,kurdish question,1
6481,question turkey,1
6482,turkey rights,1
6483,rights rescue,1
6484,rescue promotion,1
6485,promotion indigenous,1
6486,indigenous women,1
6487,women rights,1
6488,rights rise,1
6489,rise mexican,1
6490,mexican security,1
6491,security state,1
6492,state practicing,1
6493,practicing decolonial,1
6494,decolonial political,1
6495,geography island,1
6496,island perspectives,1
6497,perspectives neocolonialism,1
6498,neocolonialism china,1
6499,china threat,1
6500,threat discourse,1
6501,discourse state,1
6502,state making,1
6503,making conservation,1
6504,conservation case,1
6505,case nepal,1
6506,nepal coalbed,1
6507,coalbed methane,1
6508,methane stratum,1
6509,stratum future,1
6510,future critical,1
6511,critical inquiry,1
6512,inquiry lorraine,1
6513,lorraine basin,1
6514,basin france,1
6515,france geopolitics,1
6516,geopolitics decolonisation,1
6517,decolonisation subaltern,1
6518,subaltern diplomacies,1
6519,diplomacies lusophone,1
6520,lusophone africa,1
6521,africa prefigurative,1
6522,prefigurative urbanization,1
6523,urbanization politics,1
6524,politics infrastructural,1
6525,infrastructural repertoires,1
6526,repertoires guayaquil,1
6527,guayaquil rights,1
6528,rights health,2
6529,health versus,1
6530,versus rights,1
6531,health bringing,1
6532,bringing indigenous,1
6533,peoples legal,1
6534,legal rights,1
6535,rights spaces,1
6536,spaces health,1
6537,health care,1
6538,care services,1
6539,services violence,1
6540,violence happened,1
6541,happened matters,1
6542,matters geopolitical,1
6543,geopolitical framing,1
6544,framing assessments,1
6545,assessments collective,1
6546,collective responsibility,1
6547,responsibility historical,1
6548,historical violence,1
6549,violence place,1
6550,place politics,1
6551,politics politics,1
6552,politics place,1
6553,place housing,1
6554,housing labour,1
6555,labour party,1
6556,party local,1
6557,local state,1
6558,state england,1
6559,england spaces,1
6560,spaces australian,1
6561,australian capitalism,1
6562,capitalism making,1
6563,making place,1
6564,space unknownindustrialprisoner,1
6565,unknownindustrialprisoner neither,1
6566,neither less,1
6567,less enough,1
6568,enough towards,1
6569,towards modest,1
6570,modest political,1
6571,ecology future,1
6572,future pandemopolitics,1
6573,pandemopolitics serbia,1
6574,serbia resurgence,1
6575,resurgence nationalism,1
6576,nationalism belarus,1
6577,belarus russia,1
6578,russia escape,1
6579,escape geopolitics,1
6580,geopolitics limits,1
6581,limits ecomodernism,1
6582,ecomodernism degrowth,1
6583,degrowth role,1
6584,role limits,1
6585,limits strategic,1
6586,strategic framing,1
6587,framing promoting,1
6588,promoting sustainable,1
6589,sustainable consumption,1
6590,consumption policy,1
6591,policy hot,1
6592,dry days,1
6593,days increase,1
6594,increase perceived,1
6595,perceived experience,1
6596,experience global,1
6597,warming opening,1
6598,opening space,1
6599,space equity,1
6600,equity justice,1
6601,justice resilience,1
6602,resilience subjective,1
6603,subjective approach,1
6604,approach household,1
6605,household resilience,1
6606,resilience assessment,1
6607,assessment mind,1
6608,mind gap,1
6609,gap transport,1
6610,transport decarbonisation,1
6611,decarbonisation policies,1
6612,policies performances,1
6613,performances leading,1
6614,leading global,1
6615,global economies,1
6616,economies urban,1
6617,greenspace climate,1
6618,adaptation strategy,1
6619,strategy subtropical,1
6620,subtropical asian,1
6621,cities comparative,1
6622,study across,1
6623,across cities,1
6624,cities three,1
6625,three countries,1
6626,countries world,1
6627,world bank,1
6628,bank shape,1
6629,shape global,1
6630,environmental governance,1
6631,governance agendas,1
6632,agendas coasts,1
6633,coasts years,1
6634,years fisheries,1
6635,fisheries aid,1
6636,aid reveals,1
6637,reveals paradigm,1
6638,shifts time,1
6639,time participation,1
6640,participation influence,1
6641,influence actors,1
6642,actors vietnam,1
6643,vietnam science,1
6644,science society,1
6645,society guidance,1
6646,guidance best,1
6647,best practices,1
6648,practices environmental,1
6649,environmental transdisciplinary,1
6650,transdisciplinary work,1
6651,work shocks,1
6652,shocks stocks,1
6653,stocks ratings,1
6654,ratings financial,1
6655,financial community,1
6656,community response,1
6657,response global,1
6658,environmental health,1
6659,health controversies,1
6660,controversies considering,1
6661,considering attitudinal,1
6662,attitudinal uncertainty,1
6663,uncertainty climate,1
6664,change skepticism,1
6665,skepticism continuum,1
6666,continuum water,1
6667,water energy,1
6668,energy land,1
6669,land insecurity,1
6670,insecurity global,1
6671,global supply,1
6672,chains evaluating,1
6673,evaluating bundles,1
6674,bundles interventions,1
6675,interventions prevent,1
6676,prevent indonesia,1
6677,indonesia environmental,1
6678,stress agricultural,1
6679,agricultural landownership,1
6680,landownership africa,1
6681,africa gender,1
6682,gender ethnicity,1
6683,ethnicity vulnerability,1
6684,vulnerability climate,1
6685,change case,1
6686,case matrilineal,1
6687,matrilineal patrilineal,1
6688,patrilineal societies,1
6689,societies bamenda,1
6690,bamenda highlands,1
6691,highlands region,1
6692,region cameroon,1
6693,cameroon towards,1
6694,better understanding,1
6695,understanding gendered,1
6696,gendered power,1
6697,power small,1
6698,small scale,1
6699,scale fisheries,1
6700,fisheries western,1
6701,western indian,1
6702,indian ocean,3
6703,ocean explaining,1
6704,explaining growing,1
6705,growing glyphosate,1
6706,glyphosate use,1
6707,use political,1
6708,political economy,1
6709,economy agriculture,1
6710,technology portfolios,1
6711,portfolios meet,1
6712,meet target,1
6713,target understanding,1
6714,understanding interlinkages,1
6715,interlinkages trajectory,1
6716,trajectory exposure,1
6717,exposure vulnerability,1
6718,vulnerability path,1
6719,path dependency,1
6720,dependency cascading,1
6721,cascading impacts,1
6722,impacts disasters,1
6723,disasters caribbean,1
6724,caribbean impact,1
6725,impact climate,1
6726,climate network,1
6727,network role,1
6728,role intermediaries,1
6729,intermediaries local,1
6730,local level,1
6731,level climate,1
6732,climate action,1
6733,action changing,1
6734,changing environment,1
6735,environment development,1
6736,development institutions,1
6737,institutions enable,1
6738,enable payments,1
6739,payments ecosystem,1
6740,services role,1
6741,role institutional,1
6742,institutional work,1
6743,work climate,1
6744,change mitigation,1
6745,mitigation impacts,1
6746,impacts active,1
6747,travel evidence,1
6748,evidence longitudinal,1
6749,longitudinal panel,1
6750,panel study,1
6751,study seven,1
6752,seven european,1
6753,cities social,1
6754,social dominance,1
6755,dominance ideological,1
6756,ideological barrier,1
6757,barrier environmental,1
6758,environmental engagement,1
6759,engagement qualitative,1
6760,qualitative quantitative,1
6761,quantitative insights,1
6762,insights physical,1
6763,physical risk,1
6764,risk economic,1
6765,economic reward,1
6766,reward affect,1
6767,affect fishers,1
6768,fishers vulnerability,1
6769,vulnerability changing,1
6770,changing storminess,1
6771,storminess incorporating,1
6772,incorporating blue,1
6773,blue carbon,1
6774,carbon sequestration,1
6775,sequestration benefits,1
6776,benefits climate,1
6777,climate policies,1
6778,policies institutional,1
6779,institutional changes,1
6780,changes drive,1
6781,drive land,1
6782,use transitions,1
6783,transitions rangelands,1
6784,rangelands case,1
6785,case grazing,1
6786,grazing public,1
6787,public lands,1
6788,lands american,1
6789,american west,1
6790,west agency,1
6791,agency shifts,1
6792,shifts agricultural,1
6793,agricultural land,1
6794,land governance,1
6795,governance implications,1
6796,implications land,1
6797,land degradation,2
6798,degradation neutrality,1
6799,neutrality impacts,1
6800,impacts multiple,1
6801,multiple stressors,1
6802,stressors mountain,1
6803,mountain communities,1
6804,communities insights,1
6805,insights model,1
6806,model nepalese,1
6807,nepalese village,1
6808,village global,1
6809,global review,2
6810,review impact,1
6811,impact forest,1
6812,forest property,1
6813,rights interventions,1
6814,interventions poverty,1
6815,poverty beyond,1
6816,beyond climate,1
6817,climate culture,1
6818,culture comfort,1
6819,comfort european,1
6820,european preferences,1
6821,preferences heat,1
6822,heat sharing,1
6823,sharing responsibility,1
6824,responsibility emissions,1
6825,emissions based,1
6826,based economic,1
6827,economic benefits,1
6828,benefits cultural,1
6829,services caught,1
6830,caught coastal,1
6831,coastal squeeze,1
6832,squeeze sea,1
6833,rise urban,1
6834,urban expansion,1
6835,expansion scale,1
6836,scale drivers,1
6837,drivers carbon,1
6838,carbon footprints,1
6839,footprints households,1
6840,households cities,1
6841,cities regions,1
6842,regions across,1
6843,india simulation,1
6844,simulation games,1
6845,games catalyst,1
6846,catalyst social,1
6847,social learning,1
6848,learning case,1
6849,case nexus,1
6850,nexus game,1
6851,game linking,1
6852,linking model,1
6853,model design,1
6854,design application,1
6855,application transdisciplinary,1
6856,transdisciplinary approaches,1
6857,approaches systems,1
6858,systems environmental,1
6859,justice coastal,1
6860,coastal systems,1
6861,systems perspectives,1
6862,perspectives communities,1
6863,communities confronting,1
6864,confronting change,1
6865,change assessment,1
6866,assessment performance,1
6867,performance scenarios,1
6868,scenarios historical,1
6869,historical global,1
6870,global emissions,1
6871,emissions ipcc,1
6872,ipcc reports,1
6873,reports future,1
6874,future urban,1
6875,urban challenge,1
6876,challenge africa,1
6877,africa exploratory,1
6878,exploratory analysis,1
6879,analysis precipitation,1
6880,precipitation anomalies,1
6881,anomalies economic,1
6882,economic production,1
6883,production role,1
6884,role geographies,1
6885,geographies disaggregated,1
6886,disaggregated analysis,1
6887,analysis countries,1
6888,countries global,1
6889,global scenarios,1
6890,scenarios participatory,1
6891,participatory process,1
6892,process capturing,1
6893,capturing multiple,1
6894,multiple perspectives,1
6895,perspectives pathways,1
6896,pathways sustainability,1
6897,sustainability knowledge,1
6898,knowledge indigenous,1
6899,indigenous adaptation,1
6900,pathways transform,1
6901,transform articulation,1
6902,articulation complexes,1
6903,complexes empower,1
6904,empower local,1
6905,local testing,1
6906,testing smarter,1
6907,smarter control,1
6908,control feedback,1
6909,feedback users,1
6910,users time,1
6911,time temperature,1
6912,temperature space,1
6913,space household,1
6914,household heating,1
6915,heating preferences,1
6916,preferences practices,1
6917,practices living,1
6918,living laboratory,1
6919,laboratory migration,1
6920,migration unemployment,1
6921,unemployment africa,1
6922,africa one,1
6923,one half,1
6924,half century,1
6925,century avalanche,1
6926,avalanche risk,1
6927,risk settlements,1
6928,settlements upper,1
6929,upper maurienne,1
6930,maurienne valley,1
6931,valley inferred,1
6932,inferred land,1
6933,changes publisher,1
6934,publisher note,1
6935,note feels,1
6936,feels impacts,1
6937,change coupled,1
6938,coupled sheet,1
6939,sheet modelling,1
6940,modelling reveals,1
6941,reveals sensitive,1
6942,sensitive cordilleran,1
6943,cordilleran ice,1
6944,ice sheet,1
6945,sheet record,1
6946,record interval,1
6947,interval niushan,1
6948,niushan china,1
6949,china reveals,1
6950,reveals potential,1
6951,potential delayed,1
6952,delayed volcanic,1
6953,volcanic signal,1
6954,signal post,1
6955,post mass,1
6956,mass extinction,1
6957,extinction paleoceanographic,1
6958,paleoceanographic insights,1
6959,insights meridional,1
6960,meridional ventilation,1
6961,ventilation variations,1
6962,variations japan,1
6963,japan sea,1
6964,sea since,1
6965,since last,2
6966,last glacial,1
6967,glacial maximum,1
6968,maximum radiolarian,1
6969,radiolarian assemblage,1
6970,assemblage perspective,1
6971,perspective hydrocarbon,1
6972,hydrocarbon compound,1
6973,compound evidence,1
6974,evidence marine,1
6975,marine successions,1
6976,successions south,1
6977,south china,2
6978,china frequent,1
6979,frequent wildfires,1
6980,wildfires transition,1
6981,transition rise,1
6982,rise calcispheres,1
6983,calcispheres carnian,1
6984,carnian pluvial,1
6985,pluvial episode,1
6986,episode late,1
6987,late triassic,1
6988,triassic determining,1
6989,determining style,1
6990,style provenance,1
6991,provenance magmatic,1
6992,magmatic activity,1
6993,activity early,1
6994,early aptian,1
6995,aptian oceanic,1
6996,oceanic anoxic,2
6997,anoxic event,2
6998,event oae,1
6999,oae ordovician,1
7000,ordovician reef,1
7001,reef new,1
7002,new peculiar,1
7003,peculiar consortium,1
7004,consortium recording,1
7005,recording global,1
7006,global cooling,1
7007,cooling foreland,1
7008,foreland migration,1
7009,migration orogenic,1
7010,orogenic exhumation,1
7011,exhumation nappe,1
7012,nappe stacking,1
7013,stacking inferences,1
7014,inferences thermochronological,1
7015,thermochronological profile,1
7016,profile southeast,1
7017,southeast carpathians,1
7018,carpathians paleoenvironmental,1
7019,paleoenvironmental evolution,1
7020,evolution south,1
7021,asia link,1
7022,link himalayan,1
7023,himalayan uplift,1
7024,uplift climatic,1
7025,climatic change,1
7026,change since,1
7027,since late,1
7028,late eocene,1
7029,eocene temperature,1
7030,temperature signals,1
7031,signals complicate,1
7032,complicate precipitation,1
7033,precipitation reconstructions,1
7034,reconstructions northeastern,1
7035,northeastern tibetan,2
7036,tibetan plateau,3
7037,plateau biofacies,1
7038,biofacies teočak,1
7039,teočak section,1
7040,section bosnia,1
7041,bosnia herzegovina,1
7042,herzegovina nitrogen,1
7043,nitrogen geochemistry,1
7044,geochemistry abnormal,1
7045,abnormal mercury,1
7046,mercury enrichment,1
7047,enrichment shales,1
7048,shales lowermost,1
7049,lowermost cambrian,1
7050,cambrian niutitang,1
7051,niutitang formation,1
7052,formation south,1
7053,china implications,2
7054,implications marine,1
7055,marine redox,1
7056,redox conditions,1
7057,conditions hydrothermal,1
7058,hydrothermal activity,1
7059,activity paleoclimate,1
7060,paleoclimate sea,1
7061,level response,1
7062,response orbital,1
7063,orbital forcing,1
7064,forcing middle,1
7065,middle triassic,1
7066,triassic eastern,1
7067,eastern tethys,3
7068,tethys coronene,1
7069,coronene mercury,1
7070,mercury biomarker,1
7071,biomarker data,1
7072,data support,1
7073,support link,1
7074,link extinction,1
7075,extinction magnitude,1
7076,magnitude volcanic,1
7077,volcanic intensity,1
7078,intensity late,1
7079,late devonian,1
7080,devonian patterns,1
7081,patterns insect,1
7082,insect damage,1
7083,damage types,1
7084,types reflect,1
7085,reflect complex,1
7086,complex environmental,1
7087,environmental signal,1
7088,signal miocene,1
7089,miocene forest,1
7090,forest biomes,1
7091,biomes central,1
7092,mediterranean pacific,1
7093,pacific decadal,1
7094,decadal variability,1
7095,variability millennial,1
7096,millennial timescale,1
7097,timescale holocene,1
7098,holocene crisis,1
7099,crisis unreefing,1
7100,unreefing led,1
7101,led demise,1
7102,demise dachstein,1
7103,dachstein carbonate,1
7104,carbonate platform,1
7105,platform revised,1
7106,revised model,1
7107,model evidence,1
7108,evidence transdanubian,1
7109,transdanubian range,1
7110,range hungary,1
7111,hungary temperature,1
7112,temperature reconstructions,1
7113,reconstructions last,1
7114,last eastern,1
7115,eastern tibetan,1
7116,plateau based,1
7117,based novel,1
7118,novel quantitative,1
7119,quantitative method,1
7120,method comparison,1
7121,comparison modern,1
7122,modern river,1
7123,river sediments,1
7124,sediments pannonian,1
7125,pannonian basin,2
7126,basin system,2
7127,system key,1
7128,key step,1
7129,step towards,1
7130,towards understanding,1
7131,understanding provenance,1
7132,provenance sedimentary,1
7133,sedimentary rapid,1
7134,rapid arctic,1
7135,arctic warming,1
7136,warming link,1
7137,link waviness,1
7138,waviness strength,1
7139,strength westerly,1
7140,westerly jet,1
7141,jet stream,1
7142,stream west,1
7143,west asia,1
7144,asia influence,1
7145,influence interannual,1
7146,interannual variability,1
7147,variability estimating,1
7148,estimating rate,1
7149,rate acceleration,1
7150,acceleration global,1
7151,global mean,1
7152,mean sea,1
7153,level effective,1
7154,effective method,1
7155,method correction,1
7156,correction thermal,1
7157,thermal models,1
7158,models demonstration,1
7159,demonstration based,1
7160,based high,1
7161,high resolution,1
7162,resolution datasets,1
7163,datasets netherlands,1
7164,netherlands anatomical,1
7165,anatomical evidence,1
7166,evidence reveals,1
7167,reveals increasing,1
7168,increasing frequency,1
7169,frequency magnitude,1
7170,magnitude spring,1
7171,spring discharge,1
7172,discharge floods,1
7173,floods eastern,1
7174,eastern boreal,1
7175,boreal canada,1
7176,canada assessing,1
7177,assessing contribution,1
7178,contribution la,1
7179,la luna,1
7180,luna sea,1
7181,sea global,1
7182,global sink,1
7183,sink organic,1
7184,carbon oceanic,1
7185,event evolution,1
7186,evolution deformation,1
7187,deformation mechanism,1
7188,mechanism fluid,1
7189,fluid flow,1
7190,flow two,2
7191,two siliciclastic,1
7192,siliciclastic deposits,1
7193,deposits pannonian,1
7194,basin hungary,1
7195,hungary evolution,1
7196,evolution atmospheric,1
