,vocabs,frequency
6332,international railway services,1
6333,railway services evidence,1
6334,services evidence central,1
6335,evidence central europe,1
6336,central europe newcomers,1
6337,europe newcomers development,1
6338,newcomers development confronted,1
6339,development confronted evidence,1
6340,confronted evidence iranian,1
6341,evidence iranian policy,1
6342,iranian policy planning,1
6343,policy planning changing,1
6344,planning changing geographies,1
6345,changing geographies passenger,1
6346,geographies passenger heterogeneous,1
6347,passenger heterogeneous subjects,1
6348,heterogeneous subjects move,1
6349,subjects move geography,1
6350,move geography accidents,1
6351,geography accidents era,1
6352,accidents era evidence,1
6353,era evidence los,1
6354,evidence los angeles,1
6355,los angeles metropolitan,1
6356,angeles metropolitan area,1
6357,metropolitan area network,1
6358,area network analysis,1
6359,network analysis built,1
6360,analysis built environmental,1
6361,built environmental influence,1
6362,environmental influence daily,1
6363,influence daily public,1
6364,daily public transport,1
6365,public transport demand,1
6366,transport demand european,1
6367,demand european air,1
6368,european air transport,1
6369,air transport connectivity,1
6370,transport connectivity competitiveness,1
6371,connectivity competitiveness different,1
6372,competitiveness different air,1
6373,different air policy,1
6374,air policy contexts,1
6375,policy contexts heterogeneity,1
6376,contexts heterogeneity physical,1
6377,heterogeneity physical activity,1
6378,physical activity participation,1
6379,activity participation older,1
6380,participation older adults,1
6381,older adults latent,1
6382,adults latent class,1
6383,latent class analysis,1
6384,class analysis exploring,1
6385,analysis exploring influences,1
6386,exploring influences commuter,1
6387,influences commuter cycling,1
6388,commuter cycling midsize,1
6389,cycling midsize northern,1
6390,midsize northern city,1
6391,northern city qualitative,1
6392,city qualitative study,1
6393,qualitative study thunder,1
6394,study thunder bay,1
6395,thunder bay canada,1
6396,bay canada guest,1
6397,canada guest editorial,1
6398,guest editorial critical,1
6399,editorial critical vélomobilities,1
6400,critical vélomobilities characterizing,1
6401,vélomobilities characterizing movement,1
6402,characterizing movement patterns,1
6403,movement patterns minibus,1
6404,patterns minibus taxis,1
6405,minibus taxis kampala,1
6406,taxis kampala paratransit,1
6407,kampala paratransit system,1
6408,paratransit system impact,1
6409,system impact pandemic,1
6410,impact pandemic people,1
6411,pandemic people mobility,1
6412,people mobility longitudinal,1
6413,mobility longitudinal study,1
6414,longitudinal study march,1
6415,study march september,1
6416,march september assessment,1
6417,september assessment effects,1
6418,assessment effects urban,1
6419,effects urban transport,1
6420,urban transport investment,1
6421,transport investment using,1
6422,investment using google,1
6423,using google maps,1
6424,google maps api,1
6425,maps api pedalling,1
6426,api pedalling towards,1
6427,pedalling towards equity,1
6428,towards equity exploring,1
6429,equity exploring women,1
6430,exploring women cycling,1
6431,women cycling new,1
6432,cycling new zealand,1
6433,new zealand city,1
6434,zealand city deeper,1
6435,city deeper investigation,1
6436,deeper investigation effect,1
6437,investigation effect built,1
6438,effect built environment,1
6439,built environment use,1
6440,environment use ridehailing,1
6441,use ridehailing travel,1
6442,ridehailing travel inferring,1
6443,travel inferring trip,1
6444,inferring trip purposes,1
6445,trip purposes uncovering,1
6446,purposes uncovering activity,1
6447,uncovering activity patterns,1
6448,activity patterns dockless,1
6449,patterns dockless shared,1
6450,dockless shared bike,1
6451,shared bike dataset,1
6452,bike dataset shenzhen,1
6453,dataset shenzhen china,1
6454,shenzhen china intersectional,1
6455,china intersectional analysis,1
6456,intersectional analysis barriers,1
6457,analysis barriers cycling,1
6458,barriers cycling marginalized,1
6459,cycling marginalized communities,1
6460,marginalized communities french,1
6461,communities french city,1
6462,french city geography,1
6463,city geography warehouses,1
6464,geography warehouses são,1
6465,warehouses são paulo,1
6466,são paulo metropolitan,1
6467,paulo metropolitan region,1
6468,metropolitan region contributing,1
6469,region contributing factors,1
6470,contributing factors spatial,1
6471,factors spatial distribution,1
6472,spatial distribution spatial,1
6473,distribution spatial temporal,1
6474,spatial temporal heterogeneity,1
6475,temporal heterogeneity impact,1
6476,heterogeneity impact railway,1
6477,impact railway urban,1
6478,railway urban economy,1
6479,urban economy empirical,1
6480,economy empirical study,1
6481,empirical study chinese,1
6482,study chinese cities,1
6483,chinese cities trip,1
6484,cities trip data,1
6485,trip data reveal,1
6486,data reveal system,1
6487,reveal system users,1
6488,system users evaluating,1
6489,users evaluating value,1
6490,evaluating value new,1
6491,value new metro,1
6492,new metro lines,1
6493,metro lines using,1
6494,lines using route,1
6495,using route diversity,1
6496,route diversity measures,1
6497,diversity measures case,1
6498,measures case hong,1
6499,case hong kong,1
6500,hong kong mass,1
6501,kong mass transit,1
6502,mass transit railway,1
6503,transit railway system,1
6504,railway system questioning,1
6505,system questioning gender,1
6506,questioning gender stereotypes,1
6507,gender stereotypes case,1
6508,stereotypes case study,1
6509,case study adolescents,1
6510,study adolescents walking,1
6511,adolescents walking activity,1
6512,walking activity space,1
6513,activity space small,1
6514,space small central,1
6515,small central european,1
6516,central european city,1
6517,european city accessing,1
6518,city accessing divine,1
6519,accessing divine past,1
6520,divine past jerusalem,1
6521,past jerusalem cable,1
6522,jerusalem cable car,1
6523,cable car dilemmas,1
6524,car dilemmas equity,1
6525,dilemmas equity accessibility,1
6526,equity accessibility cycling,1
6527,accessibility cycling infrastructure,1
6528,cycling infrastructure analysis,1
6529,infrastructure analysis santiago,1
6530,analysis santiago de,1
6531,santiago de chile,1
6532,de chile predicting,1
6533,chile predicting transit,1
6534,predicting transit mode,1
6535,transit mode choice,1
6536,mode choice new,1
6537,choice new jersey,1
6538,new jersey workers,1
6539,jersey workers commuting,1
6540,workers commuting new,1
6541,commuting new york,1
6542,york city stated,1
6543,city stated preference,1
6544,stated preference survey,1
6545,preference survey spaces,1
6546,survey spaces congestion,1
6547,spaces congestion traffic,1
6548,congestion traffic rooney,1
6549,traffic rooney london,1
6550,rooney london taylor,1
6551,london taylor francis,1
6552,taylor francis modeling,1
6553,francis modeling bicycle,1
6554,modeling bicycle crash,1
6555,bicycle crash costs,1
6556,crash costs using,1
6557,costs using big,1
6558,using big data,1
6559,big data tobit,1
6560,data tobit model,1
6561,tobit model random,1
6562,model random parameters,1
6563,random parameters investigating,1
6564,parameters investigating users,1
6565,investigating users travel,1
6566,users travel behaviours,1
6567,travel behaviours perceptions,1
6568,behaviours perceptions brt,1
6569,perceptions brt lessons,1
6570,brt lessons lahore,1
6571,lessons lahore international,1
6572,lahore international comparison,1
6573,international comparison causes,1
6574,comparison causes cyclist,1
6575,causes cyclist stress,1
6576,cyclist stress using,1
6577,stress using cycling,1
6578,using cycling near,1
6579,cycling near estimation,1
6580,near estimation excess,1
6581,estimation excess commuting,1
6582,excess commuting data,1
6583,commuting data evidence,1
6584,data evidence china,1
6585,evidence china megacities,1
6586,china megacities intervention,1
6587,megacities intervention democratising,1
6588,intervention democratising infrastructure,1
6589,democratising infrastructure future,1
6590,infrastructure future lies,1
6591,future lies beneath,1
6592,lies beneath mineral,1
6593,beneath mineral science,1
6594,mineral science de,1
6595,science de differentiation,1
6596,de differentiation peruvian,1
6597,differentiation peruvian underground,1
6598,peruvian underground predicament,1
6599,underground predicament pastoral,1
6600,predicament pastoral sovereignty,1
6601,pastoral sovereignty forced,1
6602,sovereignty forced migration,1
6603,forced migration violence,1
6604,migration violence united,1
6605,violence united states,1
6606,united states germany,1
6607,states germany lithium,1
6608,germany lithium extractivism,1
6609,lithium extractivism water,1
6610,extractivism water injustices,1
6611,water injustices salar,1
6612,injustices salar de,1
6613,salar de atacama,1
6614,de atacama chile,1
6615,atacama chile colonial,1
6616,chile colonial shadow,1
6617,colonial shadow green,1
6618,shadow green electromobility,1
6619,green electromobility digital,1
6620,electromobility digital extraction,1
6621,digital extraction blockchain,1
6622,extraction blockchain traceability,1
6623,blockchain traceability mineral,1
6624,traceability mineral supply,1
6625,mineral supply chains,1
6626,supply chains frontiers,1
6627,chains frontiers violence,1
6628,frontiers violence interplay,1
6629,violence interplay state,1
6630,interplay state exception,1
6631,state exception frontier,1
6632,exception frontier habitus,1
6633,frontier habitus organized,1
6634,habitus organized violence,1
6635,organized violence desert,1
6636,violence desert border,1
6637,desert border city,1
6638,border city staging,1
6639,city staging spectacle,1
6640,staging spectacle border,1
6641,spectacle border spiritual,1
6642,border spiritual geopolitics,1
6643,spiritual geopolitics georgia,1
6644,geopolitics georgia territorial,1
6645,georgia territorial integrity,1
6646,territorial integrity exclusionary,1
6647,integrity exclusionary nationalism,1
6648,exclusionary nationalism urban,1
6649,nationalism urban citizenship,1
6650,urban citizenship east,1
6651,citizenship east water,1
6652,east water justice,1
6653,water justice intersection,1
6654,justice intersection political,1
6655,intersection political geography,1
6656,political geography political,1
6657,geography political ecology,1
6658,political ecology tracing,1
6659,ecology tracing cloud,1
6660,tracing cloud emergent,1
6661,cloud emergent political,1
6662,emergent political geographies,1
6663,political geographies global,1
6664,geographies global data,1
6665,global data centres,1
6666,data centres polarizations,1
6667,centres polarizations exclusionary,1
6668,polarizations exclusionary neonationalisms,1
6669,exclusionary neonationalisms city,1
6670,neonationalisms city bordering,1
6671,city bordering dynamics,1
6672,bordering dynamics geopolitics,1
6673,dynamics geopolitics tourism,1
6674,geopolitics tourism china,1
6675,tourism china myanmar,1
6676,china myanmar operationalising,1
6677,myanmar operationalising memory,1
6678,operationalising memory identity,1
6679,memory identity politics,1
6680,identity politics influence,1
6681,politics influence public,1
6682,influence public opinion,1
6683,public opinion refugees,1
6684,opinion refugees snapshot,1
6685,refugees snapshot poland,1
6686,snapshot poland reapportioning,1
6687,poland reapportioning congress,1
6688,reapportioning congress shifting,1
6689,congress shifting geography,1
6690,shifting geography political,1
6691,geography political influence,1
6692,political influence conflict,1
6693,influence conflict urban,1
6694,conflict urban fringe,1
6695,urban fringe urbanization,1
6696,fringe urbanization environmental,1
6697,urbanization environmental stress,1
6698,environmental stress urban,1
6699,stress urban unrest,1
6700,urban unrest africa,1
6701,unrest africa global,1
6702,africa global visa,1
6703,global visa cost,1
6704,visa cost divide,1
6705,cost divide price,1
6706,divide price travel,1
6707,price travel permits,1
6708,travel permits varies,1
6709,permits varies worldwide,1
6710,varies worldwide ritual,1
6711,worldwide ritual performances,1
6712,ritual performances collective,1
6713,performances collective violence,1
6714,collective violence divided,1
6715,violence divided cities,1
6716,divided cities riots,1
6717,cities riots belfast,1
6718,riots belfast jerusalem,1
6719,belfast jerusalem embodying,1
6720,jerusalem embodying vertical,1
6721,embodying vertical geopolitics,1
6722,vertical geopolitics towards,1
6723,geopolitics towards political,1
6724,towards political geography,1
6725,political geography falling,1
6726,geography falling hybrid,1
6727,falling hybrid territorialisation,1
6728,hybrid territorialisation reconfiguration,1
6729,territorialisation reconfiguration rural,1
6730,reconfiguration rural spaces,1
6731,rural spaces gold,1
6732,spaces gold mining,1
6733,gold mining upper,1
6734,mining upper guinea,1
6735,upper guinea cities,1
6736,guinea cities ever,1
6737,cities ever cosmopolitan,1
6738,ever cosmopolitan studying,1
6739,cosmopolitan studying trends,1
6740,studying trends divergence,1
6741,trends divergence cultural,1
6742,divergence cultural attitudes,1
6743,cultural attitudes principled,1
6744,attitudes principled pragmatism,1
6745,principled pragmatism climate,1
6746,pragmatism climate policy,1
6747,climate policy eu,1
6748,policy eu changing,1
6749,eu changing practices,1
6750,changing practices climate,1
6751,practices climate justice,1
6752,climate justice going,1
6753,justice going back,1
6754,going back school,1
6755,back school engaging,1
6756,school engaging veterans,1
6757,engaging veterans memories,1
6758,veterans memories malvinas,1
6759,memories malvinas war,1
6760,malvinas war secondary,1
6761,war secondary schools,1
6762,secondary schools santa,1
6763,schools santa fe,1
6764,santa fe argentina,1
6765,fe argentina role,1
6766,argentina role contextual,1
6767,role contextual factors,1
6768,contextual factors electoral,1
6769,factors electoral resurgence,1
6770,electoral resurgence extreme,1
6771,resurgence extreme forces,1
6772,extreme forces spain,1
6773,forces spain case,1
6774,spain case andalusia,1
6775,case andalusia colonising,1
6776,andalusia colonising geology,1
6777,colonising geology volcanic,1
6778,geology volcanic politics,1
6779,volcanic politics geopower,1
6780,politics geopower consequences,1
6781,geopower consequences internal,1
6782,consequences internal displacement,1
6783,internal displacement civil,1
6784,displacement civil war,1
6785,civil war violence,1
6786,war violence evidence,1
6787,violence evidence syria,1
6788,evidence syria justinbeaumontreading,1
6789,syria justinbeaumontreading routledge,1
6790,justinbeaumontreading routledge handbook,1
6791,routledge handbook new,1
6792,handbook new illus,1
6793,new illus hardback,1
6794,illus hardback pub,1
6795,hardback pub ebook,1
6796,pub ebook vitalsource,1
6797,ebook vitalsource pub,1
6798,vitalsource pub month,1
6799,pub month rental,1
6800,month rental month,1
6801,rental month rental,1
6802,month rental individual,1
6803,rental individual sovereignty,1
6804,individual sovereignty pandemic,1
6805,sovereignty pandemic times,1
6806,pandemic times contradiction,1
6807,times contradiction terms,1
6808,contradiction terms quarantine,1
6809,terms quarantine pandemic,1
6810,quarantine pandemic times,1
6811,pandemic times nuclear,1
6812,times nuclear necropower,1
6813,nuclear necropower engineering,1
6814,necropower engineering death,1
6815,engineering death conditions,1
6816,death conditions around,1
6817,conditions around nuclear,1
6818,around nuclear power,1
6819,nuclear power plant,1
6820,power plant south,1
6821,plant south india,1
6822,south india mapping,1
6823,india mapping coexistence,1
6824,mapping coexistence italy,1
6825,coexistence italy reshaping,1
6826,italy reshaping cartographic,1
6827,reshaping cartographic feelings,1
6828,cartographic feelings plural,1
6829,feelings plural nation,1
6830,plural nation place,1
6831,nation place candidate,1
6832,place candidate roots,1
6833,candidate roots voter,1
6834,roots voter preferences,1
6835,voter preferences age,1
6836,preferences age partisan,1
6837,age partisan polarization,1
6838,partisan polarization observational,1
6839,polarization observational experimental,1
6840,observational experimental evidence,1
6841,experimental evidence cavernous,1
6842,evidence cavernous politics,1
6843,cavernous politics geopower,1
6844,politics geopower territory,1
6845,geopower territory kurdish,1
6846,territory kurdish question,1
6847,kurdish question turkey,1
6848,question turkey rights,1
6849,turkey rights rescue,1
6850,rights rescue promotion,1
6851,rescue promotion indigenous,1
6852,promotion indigenous women,1
6853,indigenous women rights,1
6854,women rights rise,1
6855,rights rise mexican,1
6856,rise mexican security,1
6857,mexican security state,1
6858,security state practicing,1
6859,state practicing decolonial,1
6860,practicing decolonial political,1
6861,decolonial political geography,1
6862,political geography island,1
6863,geography island perspectives,1
6864,island perspectives neocolonialism,1
6865,perspectives neocolonialism china,1
6866,neocolonialism china threat,1
6867,china threat discourse,1
6868,threat discourse state,1
6869,discourse state making,1
6870,state making conservation,1
6871,making conservation case,1
6872,conservation case nepal,1
6873,case nepal coalbed,1
6874,nepal coalbed methane,1
6875,coalbed methane stratum,1
6876,methane stratum future,1
6877,stratum future critical,1
6878,future critical inquiry,1
6879,critical inquiry lorraine,1
6880,inquiry lorraine basin,1
6881,lorraine basin france,1
6882,basin france geopolitics,1
6883,france geopolitics decolonisation,1
6884,geopolitics decolonisation subaltern,1
6885,decolonisation subaltern diplomacies,1
6886,subaltern diplomacies lusophone,1
6887,diplomacies lusophone africa,1
6888,lusophone africa prefigurative,1
6889,africa prefigurative urbanization,1
6890,prefigurative urbanization politics,1
6891,urbanization politics infrastructural,1
6892,politics infrastructural repertoires,1
6893,infrastructural repertoires guayaquil,1
6894,repertoires guayaquil rights,1
6895,guayaquil rights health,1
6896,rights health versus,1
6897,health versus rights,1
6898,versus rights health,1
6899,rights health bringing,1
6900,health bringing indigenous,1
6901,bringing indigenous peoples,1
6902,indigenous peoples legal,1
6903,peoples legal rights,1
6904,legal rights spaces,1
6905,rights spaces health,1
6906,spaces health care,1
6907,health care services,1
6908,care services violence,1
6909,services violence happened,1
6910,violence happened matters,1
6911,happened matters geopolitical,1
6912,matters geopolitical framing,1
6913,geopolitical framing assessments,1
6914,framing assessments collective,1
6915,assessments collective responsibility,1
6916,collective responsibility historical,1
6917,responsibility historical violence,1
6918,historical violence place,1
6919,violence place politics,1
6920,place politics politics,1
6921,politics politics place,1
6922,politics place housing,1
6923,place housing labour,1
6924,housing labour party,1
6925,labour party local,1
6926,party local state,1
6927,local state england,1
6928,state england spaces,1
6929,england spaces australian,1
6930,spaces australian capitalism,1
6931,australian capitalism making,1
6932,capitalism making place,1
6933,making place space,1
6934,place space unknownindustrialprisoner,1
6935,space unknownindustrialprisoner neither,1
6936,unknownindustrialprisoner neither less,1
6937,neither less enough,1
6938,less enough towards,1
6939,enough towards modest,1
6940,towards modest political,1
6941,modest political ecology,1
6942,political ecology future,1
6943,ecology future pandemopolitics,1
6944,future pandemopolitics serbia,1
6945,pandemopolitics serbia resurgence,1
6946,serbia resurgence nationalism,1
6947,resurgence nationalism belarus,1
6948,nationalism belarus russia,1
6949,belarus russia escape,1
6950,russia escape geopolitics,1
6951,escape geopolitics limits,1
6952,geopolitics limits ecomodernism,1
6953,limits ecomodernism degrowth,1
6954,ecomodernism degrowth role,1
6955,degrowth role limits,1
6956,role limits strategic,1
6957,limits strategic framing,1
6958,strategic framing promoting,1
6959,framing promoting sustainable,1
6960,promoting sustainable consumption,1
6961,sustainable consumption policy,1
6962,consumption policy hot,1
6963,policy hot dry,1
6964,hot dry days,1
6965,dry days increase,1
6966,days increase perceived,1
6967,increase perceived experience,1
6968,perceived experience global,1
6969,experience global warming,1
6970,global warming opening,1
6971,warming opening space,1
6972,opening space equity,1
6973,space equity justice,1
6974,equity justice resilience,1
6975,justice resilience subjective,1
6976,resilience subjective approach,1
6977,subjective approach household,1
6978,approach household resilience,1
6979,household resilience assessment,1
6980,resilience assessment mind,1
6981,assessment mind gap,1
6982,mind gap transport,1
6983,gap transport decarbonisation,1
6984,transport decarbonisation policies,1
6985,decarbonisation policies performances,1
6986,policies performances leading,1
6987,performances leading global,1
6988,leading global economies,1
6989,global economies urban,1
6990,economies urban greenspace,1
6991,urban greenspace climate,1
6992,greenspace climate change,1
6993,change adaptation strategy,1
6994,adaptation strategy subtropical,1
6995,strategy subtropical asian,1
6996,subtropical asian cities,1
6997,asian cities comparative,1
6998,cities comparative study,1
6999,comparative study across,1
7000,study across cities,1
7001,across cities three,1
7002,cities three countries,1
7003,three countries world,1
7004,countries world bank,1
7005,world bank shape,1
7006,bank shape global,1
7007,shape global environmental,1
7008,global environmental governance,1
7009,environmental governance agendas,1
7010,governance agendas coasts,1
7011,agendas coasts years,1
7012,coasts years fisheries,1
7013,years fisheries aid,1
7014,fisheries aid reveals,1
7015,aid reveals paradigm,1
7016,reveals paradigm shifts,1
7017,paradigm shifts time,1
7018,shifts time participation,1
7019,time participation influence,1
7020,participation influence actors,1
7021,influence actors vietnam,1
7022,actors vietnam science,1
7023,vietnam science society,1
7024,science society guidance,1
7025,society guidance best,1
7026,guidance best practices,1
7027,best practices environmental,1
7028,practices environmental transdisciplinary,1
7029,environmental transdisciplinary work,1
7030,transdisciplinary work shocks,1
7031,work shocks stocks,1
7032,shocks stocks ratings,1
7033,stocks ratings financial,1
7034,ratings financial community,1
7035,financial community response,1
7036,community response global,1
7037,response global environmental,1
7038,global environmental health,1
7039,environmental health controversies,1
7040,health controversies considering,1
7041,controversies considering attitudinal,1
7042,considering attitudinal uncertainty,1
7043,attitudinal uncertainty climate,1
7044,uncertainty climate change,1
7045,climate change skepticism,1
7046,change skepticism continuum,1
7047,skepticism continuum water,1
7048,continuum water energy,1
7049,water energy land,1
7050,energy land insecurity,1
7051,land insecurity global,1
7052,insecurity global supply,1
7053,global supply chains,1
7054,supply chains evaluating,1
7055,chains evaluating bundles,1
7056,evaluating bundles interventions,1
7057,bundles interventions prevent,1
7058,interventions prevent indonesia,1
7059,prevent indonesia environmental,1
7060,indonesia environmental stress,1
7061,environmental stress agricultural,1
7062,stress agricultural landownership,1
7063,agricultural landownership africa,1
7064,landownership africa gender,1
7065,africa gender ethnicity,1
7066,gender ethnicity vulnerability,1
7067,ethnicity vulnerability climate,1
7068,vulnerability climate change,1
7069,climate change case,1
7070,change case matrilineal,1
7071,case matrilineal patrilineal,1
7072,matrilineal patrilineal societies,1
7073,patrilineal societies bamenda,1
7074,societies bamenda highlands,1
7075,bamenda highlands region,1
7076,highlands region cameroon,1
7077,region cameroon towards,1
7078,cameroon towards better,1
7079,towards better understanding,1
7080,better understanding gendered,1
7081,understanding gendered power,1
7082,gendered power small,1
7083,power small scale,1
7084,small scale fisheries,1
7085,scale fisheries western,1
7086,fisheries western indian,1
7087,western indian ocean,1
7088,indian ocean explaining,1
7089,ocean explaining growing,1
7090,explaining growing glyphosate,1
7091,growing glyphosate use,1
7092,glyphosate use political,1
7093,use political economy,1
7094,political economy agriculture,1
7095,economy agriculture technology,1
7096,agriculture technology portfolios,1
7097,technology portfolios meet,1
7098,portfolios meet target,1
7099,meet target understanding,1
7100,target understanding interlinkages,1
7101,understanding interlinkages trajectory,1
7102,interlinkages trajectory exposure,1
7103,trajectory exposure vulnerability,1
7104,exposure vulnerability path,1
7105,vulnerability path dependency,1
7106,path dependency cascading,1
7107,dependency cascading impacts,1
7108,cascading impacts disasters,1
7109,impacts disasters caribbean,1
7110,disasters caribbean impact,1
7111,caribbean impact climate,1
7112,impact climate network,1
7113,climate network role,1
7114,network role intermediaries,1
7115,role intermediaries local,1
7116,intermediaries local level,1
7117,local level climate,1
7118,level climate action,1
7119,climate action changing,1
7120,action changing environment,1
7121,changing environment development,1
7122,environment development institutions,1
7123,development institutions enable,1
7124,institutions enable payments,1
7125,enable payments ecosystem,1
7126,payments ecosystem services,1
7127,ecosystem services role,1
7128,services role institutional,1
7129,role institutional work,1
7130,institutional work climate,1
7131,work climate change,1
7132,climate change mitigation,1
7133,change mitigation impacts,1
7134,mitigation impacts active,1
7135,impacts active travel,1
7136,active travel evidence,1
7137,travel evidence longitudinal,1
7138,evidence longitudinal panel,1
7139,longitudinal panel study,1
7140,panel study seven,1
7141,study seven european,1
7142,seven european cities,1
7143,european cities social,1
7144,cities social dominance,1
7145,social dominance ideological,1
7146,dominance ideological barrier,1
7147,ideological barrier environmental,1
7148,barrier environmental engagement,1
7149,environmental engagement qualitative,1
7150,engagement qualitative quantitative,1
7151,qualitative quantitative insights,1
7152,quantitative insights physical,1
7153,insights physical risk,1
7154,physical risk economic,1
7155,risk economic reward,1
7156,economic reward affect,1
7157,reward affect fishers,1
7158,affect fishers vulnerability,1
7159,fishers vulnerability changing,1
7160,vulnerability changing storminess,1
7161,changing storminess incorporating,1
7162,storminess incorporating blue,1
7163,incorporating blue carbon,1
7164,blue carbon sequestration,1
7165,carbon sequestration benefits,1
7166,sequestration benefits climate,1
7167,benefits climate policies,1
7168,climate policies institutional,1
7169,policies institutional changes,1
7170,institutional changes drive,1
7171,changes drive land,1
7172,drive land use,1
7173,land use transitions,1
7174,use transitions rangelands,1
7175,transitions rangelands case,1
7176,rangelands case grazing,1
7177,case grazing public,1
7178,grazing public lands,1
7179,public lands american,1
7180,lands american west,1
7181,american west agency,1
7182,west agency shifts,1
7183,agency shifts agricultural,1
7184,shifts agricultural land,1
7185,agricultural land governance,1
7186,land governance implications,1
7187,governance implications land,1
7188,implications land degradation,1
7189,land degradation neutrality,1
7190,degradation neutrality impacts,1
7191,neutrality impacts multiple,1
7192,impacts multiple stressors,1
7193,multiple stressors mountain,1
7194,stressors mountain communities,1
7195,mountain communities insights,1
7196,communities insights model,1
7197,insights model nepalese,1
7198,model nepalese village,1
7199,nepalese village global,1
7200,village global review,1
7201,global review impact,1
7202,review impact forest,1
7203,impact forest property,1
7204,forest property rights,1
7205,property rights interventions,1
7206,rights interventions poverty,1
7207,interventions poverty beyond,1
7208,poverty beyond climate,1
7209,beyond climate culture,1
7210,climate culture comfort,1
7211,culture comfort european,1
7212,comfort european preferences,1
7213,european preferences heat,1
7214,preferences heat sharing,1
7215,heat sharing responsibility,1
7216,sharing responsibility emissions,1
7217,responsibility emissions based,1
7218,emissions based economic,1
7219,based economic benefits,1
7220,economic benefits cultural,1
7221,benefits cultural ecosystem,1
7222,ecosystem services caught,1
7223,services caught coastal,1
7224,caught coastal squeeze,1
7225,coastal squeeze sea,1
7226,squeeze sea level,1
7227,level rise urban,1
7228,rise urban expansion,1
7229,urban expansion scale,1
7230,expansion scale drivers,1
7231,scale drivers carbon,1
7232,drivers carbon footprints,1
7233,carbon footprints households,1
7234,footprints households cities,1
7235,households cities regions,1
7236,cities regions across,1
7237,regions across india,1
7238,across india simulation,1
7239,india simulation games,1
7240,simulation games catalyst,1
7241,games catalyst social,1
7242,catalyst social learning,1
7243,social learning case,1
7244,learning case nexus,1
7245,case nexus game,1
7246,nexus game linking,1
7247,game linking model,1
7248,linking model design,1
7249,model design application,1
7250,design application transdisciplinary,1
7251,application transdisciplinary approaches,1
7252,transdisciplinary approaches systems,1
7253,approaches systems environmental,1
7254,systems environmental justice,1
7255,environmental justice coastal,1
7256,justice coastal systems,1
7257,coastal systems perspectives,1
7258,systems perspectives communities,1
7259,perspectives communities confronting,1
7260,communities confronting change,1
7261,confronting change assessment,1
7262,change assessment performance,1
7263,assessment performance scenarios,1
7264,performance scenarios historical,1
7265,scenarios historical global,1
7266,historical global emissions,1
7267,global emissions ipcc,1
7268,emissions ipcc reports,1
7269,ipcc reports future,1
7270,reports future urban,1
7271,future urban challenge,1
7272,urban challenge africa,1
7273,challenge africa exploratory,1
7274,africa exploratory analysis,1
7275,exploratory analysis precipitation,1
7276,analysis precipitation anomalies,1
7277,precipitation anomalies economic,1
7278,anomalies economic production,1
7279,economic production role,1
7280,production role geographies,1
7281,role geographies disaggregated,1
7282,geographies disaggregated analysis,1
7283,disaggregated analysis countries,1
7284,analysis countries global,1
7285,countries global scenarios,1
7286,global scenarios participatory,1
7287,scenarios participatory process,1
7288,participatory process capturing,1
7289,process capturing multiple,1
7290,capturing multiple perspectives,1
7291,multiple perspectives pathways,1
7292,perspectives pathways sustainability,1
7293,pathways sustainability knowledge,1
7294,sustainability knowledge indigenous,1
7295,knowledge indigenous adaptation,1
7296,indigenous adaptation pathways,1
7297,adaptation pathways transform,1
7298,pathways transform articulation,1
7299,transform articulation complexes,1
7300,articulation complexes empower,1
7301,complexes empower local,1
7302,empower local testing,1
7303,local testing smarter,1
7304,testing smarter control,1
7305,smarter control feedback,1
7306,control feedback users,1
7307,feedback users time,1
7308,users time temperature,1
7309,time temperature space,1
7310,temperature space household,1
7311,space household heating,1
7312,household heating preferences,1
7313,heating preferences practices,1
7314,preferences practices living,1
7315,practices living laboratory,1
7316,living laboratory migration,1
7317,laboratory migration unemployment,1
7318,migration unemployment africa,1
7319,unemployment africa one,1
7320,africa one half,1
7321,one half century,1
7322,half century avalanche,1
7323,century avalanche risk,1
7324,avalanche risk settlements,1
7325,risk settlements upper,1
7326,settlements upper maurienne,1
7327,upper maurienne valley,1
7328,maurienne valley inferred,1
7329,valley inferred land,1
7330,inferred land cover,1
7331,cover changes publisher,1
7332,changes publisher note,1
7333,publisher note feels,1
7334,note feels impacts,1
7335,feels impacts climate,1
7336,climate change coupled,1
7337,change coupled sheet,1
7338,coupled sheet modelling,1
7339,sheet modelling reveals,1
7340,modelling reveals sensitive,1
7341,reveals sensitive cordilleran,1
7342,sensitive cordilleran ice,1
7343,cordilleran ice sheet,1
7344,ice sheet record,1
7345,sheet record interval,1
7346,record interval niushan,1
7347,interval niushan china,1
7348,niushan china reveals,1
7349,china reveals potential,1
7350,reveals potential delayed,1
7351,potential delayed volcanic,1
7352,delayed volcanic signal,1
7353,volcanic signal post,1
7354,signal post mass,1
7355,post mass extinction,1
7356,mass extinction paleoceanographic,1
7357,extinction paleoceanographic insights,1
7358,paleoceanographic insights meridional,1
7359,insights meridional ventilation,1
7360,meridional ventilation variations,1
7361,ventilation variations japan,1
7362,variations japan sea,1
7363,japan sea since,1
7364,sea since last,1
7365,since last glacial,1
7366,last glacial maximum,1
7367,glacial maximum radiolarian,1
7368,maximum radiolarian assemblage,1
7369,radiolarian assemblage perspective,1
7370,assemblage perspective hydrocarbon,1
7371,perspective hydrocarbon compound,1
7372,hydrocarbon compound evidence,1
7373,compound evidence marine,1
